School Year,RCDT Code,District Name,Enrollment Range,Enrollment Count,Salary Program,Month Salary Schedule Adopted,Signed Written Agreement,Local Affiliation,Meeting(s) Between School Board and Superintendent Based on Discussions With Teachers,Salary Program (Merit or Performance),Severance Pay,Early Retirement Program,Sick Leave Bank,Direct Reimbursement for Expenses,Leave with Pay,Sick Leave > 80 Days,Bachelor's Beginning Salary,Bachelor's Maximum Salary,Bachelor's Years to Max,Master's Beginning Salary,Master's Maximum Salary,Master's Years to Max,Master's 30-32+ Beginning Salary,Master's 30-32+ Maximum Salary,Master's 30-32+ Years to Max,Highest Scheduled Salary,Years to Highest Scheduled Salary,Education Level Required to Reach Highest Salary,Additional Hours Required to Reach Highest Salary,All Full-time Employees Eligible to Receive the Same Fringe Benefit Coverage,Teacher Retirement System Monies Included in Salary Schedule,Percentage of Board Paid TRS (Part D),Annual Dental Premium for Employee,Percentage of Employee Dental Paid by Employer,Annual Dental Premium for Family,Percentage of Family Dental Paid by Employer,Annual Disability Insurance Premium for Employee,Percentage of Employee Disability Insurance Paid by Employer,Annual Disability Insurance Premium for Family,Percentage of Family Disability Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Employee,Percentage of Employee Hospitalization Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Family,Percentage of Family Hospitalization Insurance Paid by Employer,Annual Life Insurance Premium for Employee,Percentage of Employee Life Insurance Paid by Employer,Annual Life Insurance Premium for Family,Percentage of Family Life Insurance Paid by Employer,Annual Prescription Insurance Premium for Employee,Percentage of Employee Prescription Insurance Paid by Employer,Annual Prescription Insurance Premium for Family,Percentage of Family Prescription Insurance Paid by Employer,Annual Vision Insurance Premium for Employee,Percentage of Employee Vision Insurance Paid by Employer,Annual Vision Insurance Premium for Family,Percentage of Family Vision Insurance Paid by Employer,Cafeteria Plan 1,Cafeteria Plan 2,Cafeteria Plan 3,Cafeteria Plan 4,CAFTERIA PLAN (1-4) MEMBER COST,CAFTERIA PLAN (1-4) MEMBER PERCENT PAID BY EMPLOYER,CAFTERIA PLAN (1-4) FAMILY COST,CAFTERIA PLAN (1-4) FAMILY PERCENT PAID BY EMPLOYER,OTHER BENEFIT TYPE 1,OTHER BENEFIT TYPE 2,OTHER BENEFIT TYPE 3,OTHER BENEFIT TYPE 4,OTHER BENEFITS (1-4) MEMBER COST,OTHER BENEFITS (1-4) MEMBER PERCENT PAID BY EMPLOYER,OTHER BENEFITS (1-4) FAMILY COST,OTHER BENEFITS (1-4) FAMILY PERCENT PAID BY EMPLOYER,EXPIRATION DATE OF CONTRACT,MASTERS 10TH YEAR SALARY,DOES CONTRACT CONTAIN FAIR SHARE PROVISION?,LONGEVITY PAY PROVIDED BY CONTRACT?,LONGEVITY BACHELORS MAXIMUM,YEARS TO LONGEVITY BACHELORS MAXIMUM,LONGEVITY MASTERS MAXIMUM,YEARS TO LONGEVITY MASTERS MAXIMUM,LONGEVITY MASTERS 30-32+ MAXIMUM ,YEARS TO LONGEVITY MASTERS 30-32+ MAXIMUM ,LONGEVITY HIGHEST SCHEDULED SALARY MAXIMUM,LONGEVITY HIGHEST YEAR SCHEDULED SALARY MAXIMUM,"DAYS PERSONAL, BUSINESS OR EMERGENCY LEAVE W/PAY",DAYS SICK LEAVE ACCUnlimitedMUnlimitedLATION BEYOND 180 DAYS
2019,30073204004,CCSD 204,Under 500,157,Salary Schedule,June,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$36,264.00","$45,253.00",14,"$38,791.00","$55,885.00",25,$0.00,$0.00,NULL,"$58,931.00",27,Master's,24,Yes,Yes,9,$0.00,NULL,$0.00,NULL,$0.00,NULL,$0.00,NULL,"$5,975.00",100,$0.00,NULL,$0.00,NULL,$0.00,NULL,$0.00,NULL,$0.00,NULL,$0.00,NULL,$0.00,NULL,,,,,$0.00,NULL,$0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-22,"$45,495.00",1,1,"$45,582.00",15,"$56,215.00",26,0,NULL,"$59,260.00",28,6,360
2019,30073300026,Du Quoin CUSD 300,"1,000-2,999",1621,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$43,077.00","$72,187.00",32,"$45,407.00","$74,516.00",32,$0.00,$0.00,0,"$76,846.00",32,Doctor's,0,Yes,No,9.9,$443.00,22,$954.00,0,$0.00,0,$0.00,0,"$9,036.00",100,"$10,872.00",0,$25.00,100,$0.00,0,NULL,100,NULL,NULL,$88.00,25,$180.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-21,"$54,692.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,357
2019,30077100026,Century CUSD 100,Under 500,423,Salary Schedule,September or later,Yes,IFT-AFT,,,,Yes,Yes,Yes,Yes,,"$35,669.00","$53,634.00",25,"$36,794.00","$58,702.00",28,NULL,NULL,NULL,"$59,170.00",28,Master's,15,Yes,Yes,1.8,$408.00,0,$981.00,0,NULL,0,NULL,0,"$8,731.00",50,"$21,727.00",20,$60.00,87,$39.00,0,NULL,50,NULL,0,$112.00,0,$350.00,0,,,,,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$44,608.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
2019,30077101026,Meridian CUSD 101,Under 500,557,Salary Schedule,August,Yes,IEA-NEA,,,,,,Yes,,Yes,"$35,154.00","$62,451.00",26,"$37,989.00","$71,787.00",28,"$40,824.00","$76,454.00",28,"$76,454.00",28,Master's,32,Yes,Yes,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$7,200.00",70,"$14,400.00",35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$42,809.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,360
2019,30077801060,Jamp Spec Educ Services,"3,000-5,999",NULL,Salary Schedule,September or later,Yes,IEA-NEA,,,,,,,,Yes,"$39,812.00","$51,812.00",24,"$41,852.00","$55,352.00",27,"$43,892.00","$57,392.00",27,"$59,392.00",27,Master's,48,Yes,Yes,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,"$9,804.00",75,"$11,868.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,May-21,"$46,852.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,340
2019,30091016004,Lick Creek CCSD 16,Under 500,157,Salary Schedule,July,Yes,IEA-NEA,,,,,,,Yes,Yes,"$33,375.00","$46,034.00",24,"$33,981.00","$49,806.00",30,$0.00,$0.00,NULL,"$49,806.00",30,Master's,0,Yes,Yes,9.9,$0.00,0,$0.00,0,$0.00,0,$0.00,0,"$5,338.00",1,"$5,518.00",0,$48.00,100,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$39,256.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,350
2019,30091017022,Cobden SUD 17,Under 500,545,Salary Schedule,August,Yes,IEA-NEA,,,Yes,,,,Yes,Yes,"$42,065.00","$65,678.00",34,"$45,003.00","$74,136.00",34,NULL,NULL,NULL,"$74,136.00",34,Master's,16,Yes,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Annuity,Cash,Prescription,"$8,309.00",5,"$7,784.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$53,410.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,400
2019,30091037004,Anna CCSD 37,500-999,781,Salary Schedule,September or later,Yes,IEA-NEA,,,,,,,Yes,Yes,"$40,046.00","$63,580.00",22,"$43,858.00","$78,524.00",27,$0.00,$0.00,0,"$85,558.00",32,Master's,24,Yes,Yes,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,"$10,116.00",68,"$12,348.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$56,697.00",1,1,"$72,371.00",23,"$87,315.00",28,0,0,"$94,349.00",33,3,375
2019,30091043004,County of Union Sch Dist No43,Under 500,450,Salary Schedule,July,Yes,IEA-NEA,,,,Yes,Yes,,Yes,Yes,"$36,834.00","$62,672.00",30,"$38,434.00","$70,293.00",34,"$40,355.00","$72,231.00",34,"$72,231.00",34,Master's,24,Yes,Yes,9,$456.00,50,"$1,264.00",50,$673.00,0,"$1,227.00",0,NULL,NULL,NULL,NULL,$12.00,100,$0.00,0,$0.00,0,$0.00,0,$93.00,50,$241.00,50,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$48,194.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,340
2019,30091066022,Dongola USD 66,Under 500,321,Salary Schedule,March,Yes,IEA-NEA,,,,,Yes,Yes,Yes,,"$33,121.00","$49,981.00",24,"$35,013.00","$56,675.00",24,"$35,876.00","$58,044.00",24,"$58,044.00",24,Master's,30,Yes,Yes,9.9,$457.00,0,"$1,264.00",0,$0.00,0,$0.00,0,"$11,356.00",60,"$16,274.00",0,"$10,000.00",100,$0.00,0,NULL,NULL,NULL,NULL,$93.00,0,$241.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$45,371.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
2019,30091081016,Anna Jonesboro CHSD 81,500-999,601,Salary Schedule,May,Yes,IEA-NEA,,,,,,,Yes,Yes,"$44,962.00","$60,280.00",10,"$49,675.00","$77,247.00",25,"$51,421.00","$80,525.00",25,"$80,525.00",25,Master's,16,Yes,No,9.9,$415.00,100,"$1,047.00",0,NULL,NULL,NULL,NULL,"$7,737.00",100,"$16,155.00",0,$92.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$124.00,100,$295.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$64,993.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,355
2019,30091084026,Shawnee CUSD 84,Under 500,420,Salary Schedule,June,Yes,IEA-NEA,,,,,,,Yes,Yes,"$33,288.00","$54,213.00",27,"$35,013.00","$61,413.00",29,NULL,NULL,NULL,"$66,313.00",29,Master's,16,Yes,Yes,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Annuity,Cash,Prescription,"$11,002.00",28,"$24,726.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$44,263.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,31045046022,SD U-46,"12,000 and over",43994,Salary Schedule,July,Yes,IEA-NEA,,,,,,,Yes,Yes,"$42,805.00","$75,771.00",31,"$50,510.00","$91,274.00",31,"$58,214.00","$102,344.00",31,"$104,555.00",31,Master's,40,Yes,Yes,9.9,$684.00,100,"$1,272.00",0,$94.00,100,$0.00,0,"$9,192.00",90,"$16,992.00",90,$57.00,100,$0.00,0,NULL,90,NULL,90,$91.00,50,$178.00,50,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$67,846.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,31045101022,Batavia USD 101,"6,000-11,999",6261,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$41,923.00","$58,406.00",11,"$52,081.00","$79,145.00",17,"$63,085.00","$98,613.00",21,"$109,617.00",22,Doctor's,0,Yes,Yes,0,$677.00,80,"$1,456.00",80,NULL,NULL,NULL,NULL,"$10,393.00",80,"$30,575.00",80,$126.00,100,NULL,NULL,NULL,80,NULL,80,$51.00,100,$129.00,100,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$65,178.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,31045129022,Aurora West USD 129,"12,000 and over",13610,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$42,802.00","$55,966.00",21,"$49,015.00","$89,549.00",21,"$52,662.00","$101,816.00",22,"$110,314.00",23,Master's,45,Yes,Yes,9.9,$516.00,63,$828.00,37,$327.00,100,$0.00,0,"$9,108.00",85,"$12,900.00",65,$145.00,100,$0.00,0,$0.00,7,$0.00,0,$0.00,0,$0.00,0,Cash,,,,$88.00,0,$140.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-19,"$65,772.00",1,1,"$61,020.00",22,"$92,736.00",22,105442,23,"$114,710.00",24,2,U
2019,31045131022,Aurora East USD 131,"12,000 and over",17360,Salary Schedule,September or later,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$45,820.00","$80,341.00",30,"$51,539.00","$108,940.00",34,"$52,594.00","$114,940.00",34,"$117,106.00",34,Master's,48,Yes,No,0,$419.00,56,$839.00,37,$162.00,100,$0.00,0,"$9,204.00",86,"$14,275.00",82,$90.00,100,$0.00,0,NULL,86,NULL,82,$76.00,57,$189.00,21,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$60,693.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,31045300026,CUSD 300,"12,000 and over",23678,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$46,623.00","$59,131.00",13,"$51,398.00","$91,278.00",30,"$57,206.00","$101,592.00",30,"$111,995.00",30,Doctor's,0,Yes,Yes,5,$388.00,80,$671.00,80,$0.00,0,$0.00,0,"$10,246.00",80,"$17,025.00",70,$34.00,100,$0.00,0,$0.00,0,$0.00,0,$90.00,80,$110.00,80,,,,,NULL,NULL,NULL,NULL,7,9,NULL,NULL,"$2,725.00",100,NULL,NULL,Jul-19,"$61,425.00",1,1,NULL,NULL,NULL,NULL,107968,35,"$118,697.00",35,2,U
2019,31045301026,Central CUSD 301,"3,000-5,999",4416,Salary Schedule,May,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$42,022.00","$66,204.00",15,"$47,850.00","$88,671.00",20,"$54,485.00","$104,300.00",21,"$111,298.00",21,Master's,46,Yes,Yes,9.9,$470.00,100,"$1,328.00",75,NULL,NULL,NULL,NULL,"$8,908.00",100,"$23,282.00",75,$18.00,100,NULL,NULL,NULL,100,NULL,75,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$64,089.00",1,1,"$68,725.00",24,"$91,192.00",24,106821,24,"$113,819.00",24,3,350
2019,31045302026,Kaneland CUSD 302,"3,000-5,999",4914,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$40,489.00","$57,537.00",13,"$45,570.00","$78,644.00",18,"$48,627.00","$84,409.00",18,"$87,447.00",18,Master's,36,Yes,Yes,0,$526.00,95,"$1,328.00",75,$292.00,100,$0.00,0,"$8,556.00",95,"$16,180.00",75,$28.00,100,$0.00,0,$0.00,95,$0.00,75,$0.00,95,$0.00,75,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-19,"$59,264.00",1,1,"$57,538.00",21,"$94,589.00",21,101658,21,"$105,115.00",21,3,340
2019,31045302041,Fox Valley Career Center,500-999,NULL,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$40,489.00","$57,537.00",13,"$45,570.00","$78,644.00",18,"$48,627.00","$84,409.00",18,"$87,447.00",18,Master's,36,Yes,Yes,0,$526.00,95,"$1,328.00",75,$292.00,100,$0.00,0,"$8,556.00",95,"$16,180.00",75,$28.00,100,$0.00,0,$0.00,95,$0.00,75,$0.00,95,$0.00,75,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-19,"$59,264.00",1,1,"$57,538.00",21,"$94,589.00",21,101658,21,"$105,115.00",21,3,340
2019,31045303026,St Charles CUSD 303,"12,000 and over",13176,Salary Schedule,May,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$43,753.00","$64,951.00",16,"$49,436.00","$79,030.00",19,"$55,857.00","$89,295.00",19,"$97,860.00",19,Doctor's,0,Yes,Yes,8,$426.00,17,$759.00,6,NULL,NULL,NULL,NULL,"$8,678.00",83,"$23,028.00",76,$42.00,100,NULL,NULL,NULL,83,NULL,76,NULL,100,NULL,100,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$61,738.00",1,1,"$73,889.00",25,"$81,883.00",24,98228,29,"$100,982.00",32,3,U
2019,31045303061,Mid-Valley Special Ed Coop,Under 500,NULL,Salary Schedule,July,Yes,IEA-NEA,,,Yes,,Yes,,Yes,,"$43,310.00","$67,538.00",19,"$48,936.00","$76,307.00",19,"$55,292.00","$87,272.00",19,"$94,494.00",19,Doctor's,0,Yes,Yes,8,$412.00,18,"$1,146.00",6,NULL,NULL,NULL,NULL,"$14,772.00",84,"$29,243.00",77,$42.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$78.00,100,$169.00,100,,,,,"$6,856.00",96,"$24,950.00",91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$59,611.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
2019,31045304026,Geneva CUSD 304,"3,000-5,999",6061,Salary Schedule,January or before,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$41,705.00","$62,833.00",17,"$48,634.00","$83,284.00",22,"$53,881.00","$92,270.00",22,"$102,225.00",22,Master's,36,Yes,Yes,0,$508.00,100,$898.00,50,NULL,NULL,NULL,NULL,"$8,991.00",95,"$14,835.00",60,$114.00,100,NULL,NULL,NULL,95,NULL,60,NULL,95,NULL,60,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-23,"$61,244.00",2,1,"$72,011.00",33,"$95,308.00",33,105586,33,"$116,996.00",33,4,U
2019,32000000040,Kankakee Area Career Center,500-999,NULL,Salary Schedule,September or later,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$44,548.00","$55,005.00",15,"$48,920.00","$60,125.00",15,"$51,821.00","$63,507.00",15,"$63,507.00",15,Master's,32,Yes,No,9.9,$394.00,22,$928.00,0,$18.00,100,$0.00,0,"$10,248.00",80,"$14,594.00",0,$187.00,100,$0.00,0,$0.00,80,$0.00,0,$96.00,25,$157.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$55,164.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,340
2019,32038003026,Donovan CUSD 3,Under 500,371,Salary Schedule,June,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$34,963.00","$55,663.00",27,"$38,313.00","$62,363.00",29,"$40,213.00","$63,313.00",29,"$63,313.00",29,Master's,16,Yes,No,9.9,$325.00,0,$856.00,0,$0.00,0,$0.00,0,"$5,725.00",62,"$12,175.00",0,$45.00,0,$22.00,0,NULL,62,NULL,0,$94.00,0,$182.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$42,513.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,32038004026,Central CUSD 4,"1,000-2,999",1212,Salary Schedule,September or later,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$38,248.00","$48,577.00",16,"$41,022.00","$56,398.00",17,"$44,395.00","$60,938.00",17,"$60,938.00",17,Master's,32,Yes,Yes,9,$206.00,0,$720.00,0,$0.00,0,$0.00,0,"$6,765.00",100,"$14,101.00",0,$20.00,100,$0.00,0,$0.00,0,$0.00,0,$60.00,100,$98.00,91,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$47,662.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,32038006026,Cissna Park CUSD 6,Under 500,313,Salary Schedule,April,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$34,997.00","$53,895.00",19,"$39,197.00","$62,295.00",23,"$41,296.00","$66,493.00",25,"$66,493.00",25,Master's,30,Yes,Yes,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$9,516.00",100,"$13,392.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,"$1,500.00",100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$48,645.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,370
2019,32038009026,Iroquois County CUSD 9,"1,000-2,999",1165,Salary Schedule,June,Yes,IEA-NEA,,,,,,,Yes,Yes,"$39,714.00","$70,322.00",22,"$43,646.00","$78,626.00",25,"$46,267.00","$84,163.00",27,"$86,931.00",28,Master's,36,Yes,Yes,9,$298.00,100,$848.00,0,NULL,NULL,NULL,NULL,"$8,652.00",100,"$10,560.00",0,$35.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$92.00,100,$163.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$56,764.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,32038010026,Iroquois West CUSD 10,500-999,1106,Salary Schedule,June,Yes,IFT-AFT,,,,,Yes,Yes,Yes,Yes,"$37,752.00","$52,785.00",16,"$41,180.00","$62,790.00",23,"$44,609.00","$69,977.00",27,"$69,977.00",27,Master's,32,Yes,Yes,9.9,$445.00,0,"$1,047.00",0,$0.00,0,$0.00,0,"$9,276.00",96,"$16,536.00",0,$8.00,100,$0.00,0,$0.00,96,$0.00,0,$70.00,0,$137.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$49,636.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,32038124026,Milford Area PSD 124,500-999,683,Salary Schedule,July,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$46,703.00","$51,505.00",11,"$49,670.00","$67,687.00",33,"$51,401.00","$69,418.00",33,"$69,994.00",33,Master's,36,Yes,Yes,9,$330.00,0,$699.00,0,NULL,NULL,NULL,NULL,"$6,903.00",95,"$7,345.00",0,$31.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$106.00,0,$174.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$54,764.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,340
2019,32038249026,Crescent Iroquois CUSD 249,Under 500,71,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Master's,36,Yes,Yes,9.9,$561.00,100,$580.00,100,NULL,NULL,NULL,NULL,"$8,071.00",85,"$8,077.00",0,$50.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U,U
2019,32038801060,Iroquois Special Education,"3,000-5,999",NULL,Salary Schedule,July,Yes,IEA-NEA,,Yes,,,Yes,Yes,Yes,Yes,"$33,800.00","$57,659.00",29,"$35,866.00","$60,997.00",29,"$37,949.00","$64,336.00",29,"$64,336.00",29,Master's,24,Yes,No,9.9,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,"$7,926.00",74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$42,507.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,280
2019,32046001026,Momence CUSD 1,"1,000-2,999",1255,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$36,604.00","$56,024.00",22,"$40,265.00","$69,401.00",28,"$42,827.00","$73,817.00",28,"$73,817.00",28,Master's,30,Yes,No,0,$219.00,100,$372.00,0,NULL,NULL,NULL,NULL,"$7,849.00",91,"$20,047.00",0,$54.00,100,$0.00,0,NULL,NULL,NULL,NULL,$81.00,100,$87.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-20,"$48,120.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,350
2019,32046002026,Herscher CUSD 2,"1,000-2,999",1917,Policy No Schedule,August,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Yes,No,9.9,$276.00,0,$696.00,0,NULL,NULL,NULL,NULL,"$7,920.00",100,"$10,128.00",0,$69.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$76.00,0,$225.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,32046005026,Manteno CUSD 5,"1,000-2,999",2363,Salary Schedule,February,Yes,IEA-NEA,,,,,,Yes,Yes,Yes,"$40,251.00","$59,320.00",23,"$40,251.00","$69,944.00",23,"$40,251.00","$78,294.00",23,"$78,294.00",23,Master's,32,Yes,Yes,9.9,$453.00,0,$888.00,0,$0.00,0,$0.00,0,"$7,394.00",100,"$11,752.00",0,$69.00,100,$0.00,0,$0.00,100,$0.00,0,$66.00,0,$75.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-23,"$47,536.00",1,1,"$65,632.00",29,"$76,047.00",29,84764,29,"$84,764.00",29,3,340
